"year","zone","group","gender","stage","measure","value"
"2008-2009","S01001860","All","All","S4","Count",7
"2009-2010","S01001860","All","All","S4","Count",4
"2011-2012","S01001860","All","All","S4","Count",3
"2012-2013","S01001860","All","All","S4","Count",10
"2002-2003","S01001860","All","All","S4","Count",2
"2010-2011","S01001860","Additional Support Needs","All","S4","Count",0
"2009-2010","S01001860","Additional Support Needs","All","S4","Count",0
"2008-2009","S01001860","Additional Support Needs","All","S4","Count",1
"2012-2013","S01001860","Additional Support Needs","All","S4","Count",0
"2011-2012","S01001860","Additional Support Needs","All","S4","Count",1
"2003-2004","S01001860","All","All","S4","Count",4
"2004-2005","S01001860","All","All","S4","Count",5
"2005-2006","S01001860","All","All","S4","Count",4
"2006-2007","S01001860","All","All","S4","Count",3
"2007-2008","S01001860","All","All","S4","Count",7
"2010-2011","S01001860","All","Male","S4","Count",3
"2011-2012","S01001860","All","Male","S4","Count",2
"2009-2010","S01001860","All","Male","S4","Count",3
"2008-2009","S01001860","All","Male","S4","Count",3
"2012-2013","S01001860","All","Male","S4","Count",2
"2010-2011","S01001860","All","Female","S4","Count",5
"2012-2013","S01001860","All","Female","S4","Count",8
"2008-2009","S01001860","All","Female","S4","Count",4
"2011-2012","S01001860","All","Female","S4","Count",1
"2009-2010","S01001860","All","Female","S4","Count",1
"2010-2011","S01001860","All","All","S4","Count",8
"2010-2011","S01001860","All","All","S4","Ratio",100
"2012-2013","S01001860","All","Female","S4","Ratio",100
"2005-2006","S01001860","All","All","S4","Ratio",100
"2008-2009","S01001860","All","All","S4","Ratio",100
"2008-2009","S01001860","All","Male","S4","Ratio",100
"2009-2010","S01001860","All","All","S4","Ratio",100
"2006-2007","S01001860","All","All","S4","Ratio",100
"2011-2012","S01001860","All","All","S4","Ratio",100
"2011-2012","S01001860","All","Female","S4","Ratio",100
"2012-2013","S01001860","All","All","S4","Ratio","90.9"
"2007-2008","S01001860","All","All","S4","Ratio",100
"2002-2003","S01001860","All","All","S4","Ratio",100
"2003-2004","S01001860","All","All","S4","Ratio",100
"2010-2011","S01001860","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001860","All","Female","S4","Ratio",100
"2011-2012","S01001860","Additional Support Needs","All","S4","Ratio",100
"2010-2011","S01001860","All","Female","S4","Ratio",100
"2008-2009","S01001860","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01001860","All","Male","S4","Ratio",100
"2009-2010","S01001860","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01001860","All","Male","S4","Ratio",100
"2009-2010","S01001860","All","Female","S4","Ratio",100
"2010-2011","S01001860","All","Male","S4","Ratio",100
"2004-2005","S01001860","All","All","S4","Ratio",100
"2012-2013","S01001860","All","Male","S4","Ratio","66.7"
"2010-2011","S01001861","All","All","S4","Count",8
"2010-2011","S01001861","All","Female","S4","Ratio",100
"2010-2011","S01001861","Additional Support Needs","All","S4","Ratio",100
"2010-2011","S01001861","All","Male","S4","Count",3
"2010-2011","S01001861","All","Male","S4","Ratio",75
"2010-2011","S01001861","Additional Support Needs","All","S4","Count",1
"2010-2011","S01001861","All","Female","S4","Count",5
"2010-2011","S01001861","All","All","S4","Ratio","88.9"
"2008-2009","S01001861","All","Male","S4","Count",4
"2008-2009","S01001861","All","Female","S4","Ratio",100
"2008-2009","S01001861","All","Male","S4","Ratio",100
"2008-2009","S01001861","All","All","S4","Ratio",100
"2008-2009","S01001861","All","All","S4","Count",7
"2008-2009","S01001861","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001861","Additional Support Needs","All","S4","Count",0
"2008-2009","S01001861","All","Female","S4","Count",3
"2009-2010","S01001861","All","All","S4","Count",10
"2009-2010","S01001861","Additional Support Needs","All","S4","Count",0
"2009-2010","S01001861","All","Male","S4","Count",4
"2009-2010","S01001861","All","Female","S4","Count",6
"2009-2010","S01001861","All","All","S4","Ratio",100
"2009-2010","S01001861","All","Male","S4","Ratio",100
"2009-2010","S01001861","All","Female","S4","Ratio",100
"2009-2010","S01001861","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001861","All","Female","S4","Count",4
"2011-2012","S01001861","All","Male","S4","Ratio",100
"2011-2012","S01001861","All","Female","S4","Ratio",80
"2011-2012","S01001861","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01001861","All","All","S4","Count",6
"2011-2012","S01001861","All","All","S4","Ratio","85.7"
"2011-2012","S01001861","All","Male","S4","Count",2
"2011-2012","S01001861","Additional Support Needs","All","S4","Count",3
"2012-2013","S01001861","All","Male","S4","Count",3
"2012-2013","S01001861","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001861","All","Female","S4","Count",2
"2012-2013","S01001861","All","All","S4","Ratio","71.4"
"2012-2013","S01001861","All","Female","S4","Ratio",100
"2012-2013","S01001861","All","Male","S4","Ratio",60
"2012-2013","S01001861","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01001861","All","All","S4","Count",5
"2002-2003","S01001861","All","All","S4","Count",7
"2002-2003","S01001861","All","All","S4","Ratio",70
"2003-2004","S01001861","All","All","S4","Count",10
"2003-2004","S01001861","All","All","S4","Ratio","90.9"
"2004-2005","S01001861","All","All","S4","Count",8
"2004-2005","S01001861","All","All","S4","Ratio","72.7"
"2005-2006","S01001861","All","All","S4","Ratio","82.4"
"2005-2006","S01001861","All","All","S4","Count",14
"2006-2007","S01001861","All","All","S4","Count",8
"2006-2007","S01001861","All","All","S4","Ratio",80
"2007-2008","S01001861","All","All","S4","Count",12
"2007-2008","S01001861","All","All","S4","Ratio","92.3"
"2005-2006","S01001862","All","All","S4","Count",11
"2010-2011","S01001862","Additional Support Needs","All","S4","Count",0
"2006-2007","S01001862","All","All","S4","Count",8
"2009-2010","S01001862","Additional Support Needs","All","S4","Count",0
"2007-2008","S01001862","All","All","S4","Count",7
"2010-2011","S01001862","All","All","S4","Count",7
"2010-2011","S01001862","All","Male","S4","Count",4
"2012-2013","S01001862","All","All","S4","Count",10
"2011-2012","S01001862","All","Male","S4","Count",6
"2008-2009","S01001862","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001862","Additional Support Needs","All","S4","Count",1
"2009-2010","S01001862","All","Male","S4","Count",7
"2009-2010","S01001862","All","All","S4","Count",10
"2012-2013","S01001862","All","Male","S4","Count",4
"2008-2009","S01001862","All","Male","S4","Count",4
"2011-2012","S01001862","Additional Support Needs","All","S4","Count",1
"2010-2011","S01001862","All","Female","S4","Count",3
"2002-2003","S01001862","All","All","S4","Count",16
"2009-2010","S01001862","All","Female","S4","Count",3
"2008-2009","S01001862","All","All","S4","Count",8
"2012-2013","S01001862","All","Female","S4","Count",6
"2003-2004","S01001862","All","All","S4","Count",15
"2011-2012","S01001862","All","All","S4","Count",9
"2008-2009","S01001862","All","Female","S4","Count",4
"2011-2012","S01001862","All","Female","S4","Count",3
"2004-2005","S01001862","All","All","S4","Count",7
"2010-2011","S01001862","All","All","S4","Ratio",100
"2008-2009","S01001862","All","All","S4","Ratio",100
"2009-2010","S01001862","All","All","S4","Ratio",100
"2011-2012","S01001862","All","All","S4","Ratio",100
"2012-2013","S01001862","All","All","S4","Ratio",100
"2002-2003","S01001862","All","All","S4","Ratio",100
"2010-2011","S01001862","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01001862","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001862","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01001862","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01001862","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01001862","All","All","S4","Ratio",100
"2004-2005","S01001862","All","All","S4","Ratio","77.8"
"2005-2006","S01001862","All","All","S4","Ratio",100
"2006-2007","S01001862","All","All","S4","Ratio",100
"2007-2008","S01001862","All","All","S4","Ratio","87.5"
"2010-2011","S01001862","All","Male","S4","Ratio",100
"2011-2012","S01001862","All","Male","S4","Ratio",100
"2009-2010","S01001862","All","Male","S4","Ratio",100
"2012-2013","S01001862","All","Male","S4","Ratio",100
"2008-2009","S01001862","All","Male","S4","Ratio",100
"2010-2011","S01001862","All","Female","S4","Ratio",100
"2009-2010","S01001862","All","Female","S4","Ratio",100
"2012-2013","S01001862","All","Female","S4","Ratio",100
"2008-2009","S01001862","All","Female","S4","Ratio",100
"2011-2012","S01001862","All","Female","S4","Ratio",100
"2008-2009","S01001863","All","All","S4","Count",3
"2009-2010","S01001863","All","All","S4","Count",11
"2011-2012","S01001863","All","All","S4","Count",10
"2012-2013","S01001863","All","All","S4","Count",5
"2002-2003","S01001863","All","All","S4","Count",8
"2010-2011","S01001863","Additional Support Needs","All","S4","Count",0
"2009-2010","S01001863","Additional Support Needs","All","S4","Count",1
"2008-2009","S01001863","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001863","Additional Support Needs","All","S4","Count",0
"2011-2012","S01001863","Additional Support Needs","All","S4","Count",1
"2003-2004","S01001863","All","All","S4","Count",11
"2004-2005","S01001863","All","All","S4","Count",12
"2005-2006","S01001863","All","All","S4","Count",9
"2006-2007","S01001863","All","All","S4","Count",8
"2007-2008","S01001863","All","All","S4","Count",9
"2010-2011","S01001863","All","Male","S4","Count",2
"2011-2012","S01001863","All","Male","S4","Count",4
"2009-2010","S01001863","All","Male","S4","Count",3
"2008-2009","S01001863","All","Male","S4","Count",0
"2012-2013","S01001863","All","Male","S4","Count",4
"2010-2011","S01001863","All","Female","S4","Count",8
"2012-2013","S01001863","All","Female","S4","Count",1
"2008-2009","S01001863","All","Female","S4","Count",3
"2011-2012","S01001863","All","Female","S4","Count",6
"2009-2010","S01001863","All","Female","S4","Count",8
"2010-2011","S01001863","All","All","S4","Count",10
"2010-2011","S01001863","All","All","S4","Ratio",100
"2012-2013","S01001863","All","Female","S4","Ratio",100
"2005-2006","S01001863","All","All","S4","Ratio",100
"2008-2009","S01001863","All","All","S4","Ratio",100
"2008-2009","S01001863","All","Male","S4","Ratio",0
"2009-2010","S01001863","All","All","S4","Ratio",100
"2006-2007","S01001863","All","All","S4","Ratio","88.9"
"2011-2012","S01001863","All","All","S4","Ratio",100
"2011-2012","S01001863","All","Female","S4","Ratio",100
"2012-2013","S01001863","All","All","S4","Ratio",100
"2007-2008","S01001863","All","All","S4","Ratio",100
"2002-2003","S01001863","All","All","S4","Ratio","88.9"
"2003-2004","S01001863","All","All","S4","Ratio",100
"2010-2011","S01001863","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001863","All","Female","S4","Ratio",100
"2011-2012","S01001863","Additional Support Needs","All","S4","Ratio",100
"2010-2011","S01001863","All","Female","S4","Ratio",100
"2008-2009","S01001863","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001863","All","Male","S4","Ratio",100
"2009-2010","S01001863","Additional Support Needs","All","S4","Ratio",100
"2009-2010","S01001863","All","Male","S4","Ratio",100
"2009-2010","S01001863","All","Female","S4","Ratio",100
"2010-2011","S01001863","All","Male","S4","Ratio",100
"2004-2005","S01001863","All","All","S4","Ratio",100
"2012-2013","S01001863","All","Male","S4","Ratio",100
"2005-2006","S01001864","All","All","S4","Count",22
"2010-2011","S01001864","Additional Support Needs","All","S4","Count",1
"2006-2007","S01001864","All","All","S4","Count",18
"2009-2010","S01001864","Additional Support Needs","All","S4","Count",0
"2007-2008","S01001864","All","All","S4","Count",16
"2010-2011","S01001864","All","All","S4","Count",19
"2010-2011","S01001864","All","Male","S4","Count",9
"2012-2013","S01001864","All","All","S4","Count",30
"2011-2012","S01001864","All","Male","S4","Count",7
"2008-2009","S01001864","Additional Support Needs","All","S4","Count",1
"2012-2013","S01001864","Additional Support Needs","All","S4","Count",8
"2009-2010","S01001864","All","Male","S4","Count",3
"2009-2010","S01001864","All","All","S4","Count",13
"2012-2013","S01001864","All","Male","S4","Count",14
"2008-2009","S01001864","All","Male","S4","Count",5
"2011-2012","S01001864","Additional Support Needs","All","S4","Count",4
"2010-2011","S01001864","All","Female","S4","Count",10
"2002-2003","S01001864","All","All","S4","Count",21
"2009-2010","S01001864","All","Female","S4","Count",10
"2008-2009","S01001864","All","All","S4","Count",11
"2012-2013","S01001864","All","Female","S4","Count",16
"2003-2004","S01001864","All","All","S4","Count",18
"2011-2012","S01001864","All","All","S4","Count",20
"2008-2009","S01001864","All","Female","S4","Count",6
"2011-2012","S01001864","All","Female","S4","Count",13
"2004-2005","S01001864","All","All","S4","Count",14
"2010-2011","S01001864","All","All","S4","Ratio","90.5"
"2008-2009","S01001864","All","All","S4","Ratio","68.8"
"2009-2010","S01001864","All","All","S4","Ratio","68.4"
"2011-2012","S01001864","All","All","S4","Ratio","95.2"
"2012-2013","S01001864","All","All","S4","Ratio","96.8"
"2002-2003","S01001864","All","All","S4","Ratio",84
"2010-2011","S01001864","Additional Support Needs","All","S4","Ratio",100
"2009-2010","S01001864","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001864","Additional Support Needs","All","S4","Ratio",50
"2012-2013","S01001864","Additional Support Needs","All","S4","Ratio","88.9"
"2011-2012","S01001864","Additional Support Needs","All","S4","Ratio",80
"2003-2004","S01001864","All","All","S4","Ratio","85.7"
"2004-2005","S01001864","All","All","S4","Ratio",70
"2005-2006","S01001864","All","All","S4","Ratio","91.7"
"2006-2007","S01001864","All","All","S4","Ratio",90
"2007-2008","S01001864","All","All","S4","Ratio",80
"2010-2011","S01001864","All","Male","S4","Ratio",90
"2011-2012","S01001864","All","Male","S4","Ratio",100
"2009-2010","S01001864","All","Male","S4","Ratio",50
"2012-2013","S01001864","All","Male","S4","Ratio","93.3"
"2008-2009","S01001864","All","Male","S4","Ratio",50
"2010-2011","S01001864","All","Female","S4","Ratio","90.9"
"2009-2010","S01001864","All","Female","S4","Ratio","76.9"
"2012-2013","S01001864","All","Female","S4","Ratio",100
"2008-2009","S01001864","All","Female","S4","Ratio",100
"2011-2012","S01001864","All","Female","S4","Ratio","92.9"
"2005-2006","S01001865","All","All","S4","Count",15
"2010-2011","S01001865","Additional Support Needs","All","S4","Count",1
"2006-2007","S01001865","All","All","S4","Count",9
"2009-2010","S01001865","Additional Support Needs","All","S4","Count",0
"2007-2008","S01001865","All","All","S4","Count",18
"2010-2011","S01001865","All","All","S4","Count",17
"2010-2011","S01001865","All","Male","S4","Count",8
"2012-2013","S01001865","All","All","S4","Count",10
"2011-2012","S01001865","All","Male","S4","Count",5
"2008-2009","S01001865","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001865","Additional Support Needs","All","S4","Count",7
"2009-2010","S01001865","All","Male","S4","Count",6
"2009-2010","S01001865","All","All","S4","Count",13
"2012-2013","S01001865","All","Male","S4","Count",6
"2008-2009","S01001865","All","Male","S4","Count",7
"2011-2012","S01001865","Additional Support Needs","All","S4","Count",2
